prospect_id,organization_name,website,country,organization_type,sector_guess,decision_maker_name,target_email,custom_page_paths_csv,booking_link_45min,commercial_priority_default,research_scope,source_backend,source_label,raw_source_id,niche_status,status,paused,last_sequence_result,last_response_status,stop_reason,next_action_at,created_at,updated_at
ci-clinique-bethesda-191,Clinique Bethesda,https://www.cliniquebethesda.ci,Côte d'Ivoire,Clinique privée,Santé / Clinique,Directeur Médical,contact@cliniquebethesda.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Clinique,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-pisam-polyclinique-int-ste-anne-marie-192,PISAM — Polyclinique Int. Ste-Anne-Marie,https://www.pisam.ci,Côte d'Ivoire,Clinique privée,Santé / Polyclinique,Directeur Médical,info@pisam.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Polyclinique,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ivoire-coton-193,Ivoire Coton,https://www.ivoirecoton.ci,Côte d'Ivoire,Entreprise privée,Agriculture / Coton,Directeur Général,info@ivoirecoton.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Agriculture / Coton,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-fenagri-f-d-nationale-agro-industrie-194,FENAGRI — Féd. Nationale Agro-Industrie,https://www.fenagri.ci,Côte d'Ivoire,Organisation professionnelle,Fédération agro-industrielle,Président,info@fenagri.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Fédération agro-industrielle,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-giz-c-te-d-ivoire-195,GIZ Côte d'Ivoire,https://www.giz.de/ci,Côte d'Ivoire,Organisation internationale,Développement / Coopération,Représentant Pays,giz-cotedivoire@giz.de,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement / Coopération,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-onudi-bureau-ci-196,ONUDI — Bureau CI,https://www.unido.org/ci,Côte d'Ivoire,Organisation internationale,Industrie / Développement,Représentant,unido.ci@unido.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Industrie / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-unfpa-bureau-ci-197,UNFPA — Bureau CI,https://www.unfpa.org/fr/ci,Côte d'Ivoire,Organisation internationale,Santé reproductive / Population,Représentant,wcaro-ci@unfpa.org,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Santé reproductive / Population,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-world-vision-ci-198,World Vision CI,https://www.wvi.org/ivory-coast,Côte d'Ivoire,ONG internationale,Aide humanitaire / Éducation,Directeur Pays,contact@wvi-ci.org,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Aide humanitaire / Éducation,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-undp-pnud-ci-199,UNDP — PNUD CI,https://www.undp.org/fr/ci,Côte d'Ivoire,Organisation internationale,Développement durable,Représentant Résident,registry.ci@undp.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement durable,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-unhcr-hcr-ci-200,UNHCR — HCR CI,https://www.unhcr.org/fr/cote-d-ivoire,Côte d'Ivoire,Organisation internationale,Protection réfugiés,Représentant,cicia@unhcr.org,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Protection réfugiés,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
